id	title	content	questionType	difficulty	subject	board	grade	topicTags	marks	timeLimit	isPublished	createdAt	updatedAt	analytics
44fe1828-8264-4300-a8d5-f13c2e6b1082	Conservation of Energy in a Pendulum System	A simple pendulum consists of a small, dense bob of mass m attached to a string of length L. The pendulum is released from rest at an angle θ with respect to the vertical. Assuming no air resistance and that the string is massless and inextensible, what is the speed of the bob at its lowest point?	mcq	medium	physics	general	Class 11	{Conservation of Energy}	1	2	true	2025-07-14T02:23:04.230Z	2025-07-14T02:23:04.230Z	{}
e983cc60-bc72-4eaa-8970-55f4edf662b1	Conservation of Momentum in a Two-Body Collision	Two ice skaters, Skater A and Skater B, are on a frictionless ice rink. Skater A has a mass of 50 kg and is moving to the right with a velocity of 5 m/s, while Skater B has a mass of 70 kg and is initially at rest. They collide and after the collision, Skater A moves to the right with a velocity of 2 m/s. What is the velocity of Skater B after the collision?	mcq	medium	physics	general	Class 11	{Conservation of Momentum}	1	2	true	2025-07-14T02:23:04.230Z	2025-07-14T02:23:04.230Z	{}
f2eb5b11-69e8-49b2-afa0-8a226c8a8e0c	Understanding Unit Conversion in Physics	A car travels a distance of 300 kilometers in 3 hours. If the speed of the car is converted to meters per second, what is the resulting speed?	mcq	medium	physics	general	Class 11	{Units and Measurements}	1	2	true	2025-07-14T02:23:04.230Z	2025-07-14T02:23:04.230Z	{}
e419c128-27d1-45ef-a93e-1f0343da8b78	Understanding Scalars and Vectors	A car travels 100 km north and then 100 km east. Which of the following statements correctly describes the car's total displacement and total distance traveled?	mcq	medium	physics	general	Class 11	{Scalars and Vectors}	1	2	true	2025-07-14T02:23:04.230Z	2025-07-14T02:23:04.230Z	{}
aab05a59-de78-40d0-b23c-80942cfd2821	Understanding Constant Acceleration	A car travels along a straight road with a constant acceleration. Its velocity changes from 20 m/s to 40 m/s over a time period of 5 seconds. What is the total distance covered by the car during this time?	mcq	medium	physics	general	Class 11	{Motion in a Straight Line}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
b5717920-bab9-405a-989b-fcc871269cd1	Projectile Motion: Maximum Height and Range	A projectile is launched with an initial speed of 40 m/s at an angle of 30 degrees above the horizontal from the edge of a cliff 80 meters high. Assuming no air resistance, what is the approximate horizontal range of the projectile from the base of the cliff?	mcq	medium	physics	general	Class 11	{Motion in a Plane}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
c56143a5-de83-45af-a858-6fc183720816	Projectile Motion: Maximum Range on an Inclined Plane	A projectile is launched from the ground with an initial speed \( v_0 \) at an angle \( \theta_0 \) to the horizontal. The ground is inclined at an angle \( \alpha \) to the horizontal. Assuming no air resistance, what angle \( \theta_0 \) will yield the maximum range along the inclined plane?	mcq	medium	physics	general	Class 11	{Projectile Motion}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
a4edccff-9b3b-42e2-a919-ee397b94bb7e	Relative Velocity in River Crossing	A swimmer wishes to cross a river that flows due east with a velocity of 3 m/s relative to the ground. The swimmer can swim at 5 m/s relative to the water. If the swimmer aims to reach the point directly opposite on the north bank, what direction relative to the north should the swimmer head?	mcq	medium	physics	general	Class 11	{Relative Velocity}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
e2b7e60a-b9a5-4b58-8598-e3d00975f722	Frictional Force on an Inclined Plane	A block of mass 5 kg is placed on a rough inclined plane that makes an angle of 30 degrees with the horizontal. The coefficient of static friction between the block and the plane is 0.5. Determine the minimum force parallel to the plane required to prevent the block from sliding down. (Assume g = 9.8 m/s²)	mcq	medium	physics	general	Class 11	{Laws of Motion}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
dae0598a-6c7b-43ae-b2d1-70899ab94085	Understanding Friction on an Inclined Plane	A block of mass 5 kg is placed on a rough inclined plane making an angle of 30° with the horizontal. The coefficient of static friction between the block and the plane is 0.4. Determine the minimum force parallel to the plane required to prevent the block from sliding down.	mcq	medium	physics	general	Class 11	{Friction}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
8e4e5075-a5a2-47f0-b56d-46d5ef862319	Centripetal Force in Non-Uniform Circular Motion	A car is traveling along a circular track of radius 50 meters. As it moves, it gradually increases its speed from 10 m/s to 20 m/s over a period of 10 seconds. Assuming the car's speed changes uniformly, what is the magnitude of the total acceleration of the car at the moment its speed reaches 15 m/s?	mcq	medium	physics	general	Class 11	{Circular Motion}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
9b4c2e5a-1a57-4872-b389-b61482e448b6	Work-Energy Principle in Variable Force Field	A block of mass 2 kg is initially at rest on a frictionless horizontal surface. A variable force F(x) = 3x^2 N, where x is in meters, is applied to the block along the x-axis. Calculate the work done by the force when the block moves from x = 0 m to x = 2 m.	mcq	medium	physics	general	Class 11	{Work, Energy and Power}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
99a21150-92c0-40bb-9e1d-c3bf2956cb93	Conservation of Mechanical Energy in a Pendulum	A simple pendulum consists of a small, dense bob of mass m suspended by a massless, inextensible string of length L. The pendulum is released from rest at an angle θ_0 with respect to the vertical. Assuming no air resistance or friction at the pivot, which of the following expressions represents the speed of the bob at the lowest point in its swing?	mcq	medium	physics	general	Class 11	{Conservation of Energy}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
632077ac-7ff5-4002-88c8-22670b617b1c	Conservation of Momentum in a Two-Dimensional Collision	Two ice skaters, Skater A and Skater B, are initially at rest on a frictionless ice rink. Skater A has a mass of 60 kg and Skater B has a mass of 80 kg. They push off each other and move in opposite directions. After the push, Skater A moves at a velocity of 3 m/s to the east. What is the velocity of Skater B after the push?	mcq	medium	physics	general	Class 11	{Conservation of Momentum}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
1f9f0a80-c626-4caf-b6cc-e2b4b7f5adf0	Understanding Dimensional Consistency	A researcher is conducting an experiment that involves measuring the speed of a wave on a string. The speed (v) is hypothesized to depend on the tension (T) in the string and the linear mass density (μ) of the string. The tension has units of force (N), and the linear mass density has units of mass per length (kg/m). Which of the following expressions correctly represents the units of speed in terms of T and μ?	mcq	medium	physics	general	Class 11	{Units and Measurements}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
fb05d5ce-08e0-4499-a6ab-e6fb05de8d5a	Understanding Scalars and Vectors	A car travels 100 km north and then 100 km east. What is the magnitude of the car's resultant displacement?	mcq	medium	physics	general	Class 11	{Scalars and Vectors}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
2b8fe9b5-ee9f-4094-a840-dedda27e5d00	Motion in a Straight Line: Deceleration and Distance	A car is traveling along a straight road with an initial speed of 30 m/s. The driver applies the brakes, producing a constant deceleration of 5 m/s². How far does the car travel before coming to a complete stop?	mcq	medium	physics	general	Class 11	{Motion in a Straight Line}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
2628c5ef-415c-454c-9855-ec2efd58f6e2	Projectile Motion and Maximum Range	A projectile is launched from the ground with an initial speed of \( v_0 \) at an angle \( \theta \) with respect to the horizontal. Assuming no air resistance and a level terrain, at what angle \( \theta \) should the projectile be launched to achieve the maximum range?	mcq	medium	physics	general	Class 11	{Motion in a Plane}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
cee7004b-c34d-40fd-b187-ea926bcc502d	Projectile Motion and Maximum Height	A projectile is launched from the ground at an angle of 30 degrees with respect to the horizontal with an initial speed of 40 m/s. What is the maximum height reached by the projectile?	mcq	medium	physics	general	Class 11	{Projectile Motion}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
3a2d8115-283c-4ffa-872e-de9b119978ce	Understanding Relative Velocity in River Crossing Problems	A swimmer is attempting to cross a river that flows with a current velocity of 3 m/s from west to east. The swimmer can swim at a velocity of 4 m/s in still water and aims to reach directly across to the opposite bank, which is situated due north. In which direction should the swimmer head to achieve this goal?	mcq	medium	physics	general	Class 11	{Relative Velocity}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
0426d716-8776-4929-a348-ce001c0bff69	Analyzing Forces on an Inclined Plane	A block of mass 5 kg is placed on a frictionless inclined plane that makes an angle of 30 degrees with the horizontal. A force F is applied parallel to the incline to move the block up at a constant velocity. What is the magnitude of the force F?	mcq	medium	physics	general	Class 11	{Laws of Motion}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
f34b8ac8-e5b9-45da-8f9a-08da0c804cc7	Friction on an Inclined Plane	A block of mass m is placed on a rough inclined plane with an angle θ to the horizontal. The coefficient of static friction between the block and the plane is μs. What is the maximum angle θ_max for which the block will not slide down the plane?	mcq	medium	physics	general	Class 11	{Friction}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
18f7e475-2f06-40d4-8927-6f2db1fdae8f	Centripetal Force in Vertical Circular Motion	A small object of mass m is attached to a string and is swung in a vertical circle of radius R. At the topmost point of its path, the object has a speed v. Which of the following expressions correctly represents the minimum speed v_min required at the top to ensure the object completes the circle without the string going slack?	mcq	medium	physics	general	Class 11	{Circular Motion}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
b00308e5-3b9f-40ce-945b-552aa2b2844d	Understanding Work and Energy	A block of mass 5 kg is initially at rest on a frictionless horizontal surface. It is then subjected to a constant horizontal force of 15 N. How much work is done by the force when the block has moved 10 meters?	mcq	medium	physics	general	Class 11	{Work, Energy and Power}	1	2	true	2025-07-14T02:23:04.231Z	2025-07-14T02:23:04.231Z	{}
f21f2d1e-f18f-4772-831c-2f3dd1c931aa	Conservation of Energy in a Pendulum System	A pendulum with a mass of 2 kg is released from rest at a height of 0.5 meters above its lowest point. Assume no air resistance and that the acceleration due to gravity is 9.8 m/s². What is the speed of the pendulum mass at the lowest point in its swing?	mcq	medium	physics	general	Class 11	{Conservation of Energy}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
b631065c-0342-4593-9ce1-479d3c1e2bb6	Collision of Two Carts on a Frictionless Track	Two carts, Cart A and Cart B, are on a frictionless track. Cart A has a mass of 2 kg and initially moves to the right with a velocity of 3 m/s, while Cart B has a mass of 3 kg and is initially at rest. After a perfectly elastic collision, Cart A moves to the left with a velocity of 1 m/s. What is the velocity of Cart B after the collision?	mcq	medium	physics	general	Class 11	{Conservation of Momentum}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
2534644e-4eeb-493f-b231-38788107e3f5	Dimensional Analysis of Physical Quantities	A scientist is analyzing an equation that describes the motion of an object. The equation is given as: \( v = a t^n \), where \( v \) is the velocity, \( a \) is a constant, \( t \) is the time, and \( n \) is an unknown exponent. If \( a \) has the dimensions of acceleration, what must be the value of \( n \) for the equation to be dimensionally consistent?	mcq	medium	physics	general	Class 11	{Units and Measurements}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
587642c7-f357-44f8-a2cf-561d49f8de37	Understanding Scalars and Vectors	Consider two vectors, \( \mathbf{A} \) and \( \mathbf{B} \), where \( \mathbf{A} = 3\hat{i} + 4\hat{j} \) and \( \mathbf{B} = -4\hat{i} + 3\hat{j} \). Calculate the dot product of \( \mathbf{A} \) and \( \mathbf{B} \) and determine which of the following statements is true.	mcq	medium	physics	general	Class 11	{Scalars and Vectors}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
a9ca8b7a-f211-4b27-b4c5-80d777dcd0dc	Motion in a Straight Line: Deceleration Scenario	A car moving with an initial velocity of 20 m/s starts decelerating uniformly at a rate of 2 m/s². How long will it take for the car to come to a complete stop?	mcq	medium	physics	general	Class 11	{Motion in a Straight Line}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
e2061f13-9bfc-45a4-8615-af2e9c045d18	Projectile Motion Analysis	A projectile is launched from the ground with an initial speed of 20 m/s at an angle of 30 degrees with the horizontal. Ignoring air resistance, what is the maximum height reached by the projectile?	mcq	medium	physics	general	Class 11	{Motion in a Plane}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
a32f3812-a046-4155-84fb-47954e229edc	Projectile Motion: Impact Speed Calculation	A projectile is launched from the ground with an initial speed of 25 m/s at an angle of 30° with the horizontal. Assuming no air resistance, what is the speed of the projectile when it strikes the ground?	mcq	medium	physics	general	Class 11	{Projectile Motion}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
505bd71b-6544-4589-b32f-e2a10a324a7a	Understanding Relative Velocity in Two Dimensions	A boat is attempting to cross a river that flows east at 5 m/s. The boat is capable of moving at 10 m/s in still water. The pilot of the boat wants to reach a point directly north on the opposite bank. At what angle to the north should the boat be steered to achieve this goal?	mcq	medium	physics	general	Class 11	{Relative Velocity}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
68aa6a4c-ae55-4f5d-9b73-423622172db3	Understanding Newton's Third Law of Motion	Two ice skaters, Skater A and Skater B, are initially at rest on a frictionless ice surface. Skater A pushes Skater B, causing both skaters to move in opposite directions. If Skater A has a mass of 50 kg and Skater B has a mass of 70 kg, and after the push, Skater A moves with a velocity of 3 m/s, what is the velocity of Skater B?	mcq	medium	physics	general	Class 11	{Laws of Motion}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
d1bde874-bef6-4984-b9a6-e3e323c00a64	Friction on an Inclined Plane	A block of mass 10 kg is placed on a rough inclined plane that makes an angle of 30 degrees with the horizontal. The coefficient of static friction between the block and the plane is 0.4. What is the maximum static frictional force acting on the block?	mcq	medium	physics	general	Class 11	{Friction}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
20a91a55-d58b-4e4a-91b8-ecd8adf3c96a	Analyzing Circular Motion in a Vertical Loop	A small object of mass m is traveling in a vertical circular loop of radius R. At the top of the loop, the object barely maintains contact with the track. What is the minimum speed v_t that the object must have at the top of the loop to maintain this contact?	mcq	medium	physics	general	Class 11	{Circular Motion}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
267295c4-94e8-40e4-af83-bfcd21348c58	Understanding Work Done by a Variable Force	A particle moves along the x-axis under the influence of a variable force given by F(x) = 3x^2 - 2x + 1 (in Newtons), where x is the position in meters. Calculate the work done by this force as the particle moves from x = 0 m to x = 2 m.	mcq	medium	physics	general	Class 11	{Work, Energy and Power}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
9a671984-a31b-4ca0-af65-9f47f96b77a0	Conservation of Energy in a Pendulum System	A simple pendulum of length L and mass m is released from rest at an angle θ from the vertical. Assuming no air resistance and that the only force acting is gravity, what is the speed of the pendulum bob at its lowest point?	mcq	medium	physics	general	Class 11	{Conservation of Energy}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
9fc215a8-b40c-41cc-955e-8d25a3441c06	Conservation of Momentum in a Two-Body Collision	Two ice skaters, Skater A with mass 50 kg and Skater B with mass 70 kg, are initially at rest on a frictionless ice surface. They push off each other and move in opposite directions. If Skater A moves with a velocity of 3 m/s, what is the velocity of Skater B?	mcq	medium	physics	general	Class 11	{Conservation of Momentum}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
eb78c933-09c8-4068-9887-55722984590a	Understanding Dimensional Consistency	A newly proposed physical equation expresses the energy E of a particular system as a function of the mass m, velocity v, and a constant k with dimensions [M^x L^y T^z]. The equation is given by: 												{}
E = k * m^a * v^b 														{}
If the equation is dimensionally consistent, what is the correct expression for the sum a + b?	mcq	medium	physics	general	Class 11	{Units and Measurements}	1	2	fa88894f-9c92-4a93-9fa3-0f8af2b2d0c3	2025-07-14T02:23:04.232Z		true	{}	{}
c5f4c99d-63ad-49cb-8769-18c0decdee88	Understanding Scalars and Vectors	A student is analyzing the motion of a car that travels 100 km east and then 50 km north. Which of the following statements correctly describes the displacement and distance traveled by the car?	mcq	medium	physics	general	Class 11	{Scalars and Vectors}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
c419bb55-1de5-428e-bf3e-076da5901bd7	Analyzing Motion with Uniform Acceleration	A car starts from rest and accelerates uniformly along a straight road. After a time t, it reaches a speed v and covers a distance d. Which of the following expressions correctly relates these quantities?	mcq	medium	physics	general	Class 11	{Motion in a Straight Line}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
e4606fbe-20ec-41b2-b59f-f51318982ada	Understanding Projectile Motion	A projectile is launched from the ground with an initial speed of 20 m/s at an angle of 30 degrees with the horizontal. Assuming no air resistance, what is the maximum height reached by the projectile?	mcq	medium	physics	general	Class 11	{Motion in a Plane}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
019a7b81-ff13-4b15-b4cd-9370b03d44de	Projectile Motion: Maximum Height Calculation	A projectile is launched with an initial speed of 20 m/s at an angle of 30° above the horizontal from a point on the ground. Assuming no air resistance, what is the maximum height reached by the projectile?	mcq	medium	physics	general	Class 11	{Projectile Motion}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
1fea785e-bf9c-43d8-8b74-051a177edd3c	Relative Velocity in River Crossing	A swimmer wants to cross a river that flows with a speed of 3 m/s. The swimmer can swim at a speed of 4 m/s in still water. If the swimmer aims directly across the river, what is the resultant velocity of the swimmer with respect to the riverbank?	mcq	medium	physics	general	Class 11	{Relative Velocity}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
594b6f5a-a20d-401f-9711-7d49a05e42b2	Newton's Second Law and Frictional Forces	A 10 kg block is placed on a horizontal surface with a coefficient of static friction of 0.4 and a coefficient of kinetic friction of 0.3. A horizontal force is applied to the block. What is the minimum force required to start moving the block?	mcq	medium	physics	general	Class 11	{Laws of Motion}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
261cf876-6968-4f82-bb25-3249b132117c	Friction and Inclined Plane Dynamics	A block of mass 5 kg is placed on a 30-degree inclined plane with a coefficient of static friction μs = 0.4. What is the minimum force parallel to the plane required to prevent the block from sliding down?	mcq	medium	physics	general	Class 11	{Friction}	1	2	true	2025-07-14T02:23:04.232Z	2025-07-14T02:23:04.232Z	{}
ba2716d8-a0c4-45be-af2b-3badf99eb8e6	Centripetal Force in a Rotating System	A small object of mass m is placed on a horizontal turntable, which rotates with a constant angular velocity ω. The object is located at a distance r from the center of the turntable. Assuming there is no slipping between the object and the turntable, which of the following expressions correctly represents the magnitude of the centripetal force acting on the object?	mcq	medium	physics	general	Class 11	{Circular Motion}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
58cd502f-69c7-4c88-9bbf-e92333e165da	Calculating Work Done on an Inclined Plane	A block of mass 5 kg is pulled up a frictionless inclined plane that makes an angle of 30 degrees with the horizontal. The block is pulled a distance of 10 meters along the incline by a constant force parallel to the incline. If the work done on the block is 250 J, what is the magnitude of the force applied?	mcq	medium	physics	general	Class 11	{Work, Energy and Power}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
a69bac6a-bdf5-4e41-9305-d6e1af2cf6a9	Conservation of Energy in a Pendulum System	A simple pendulum with a bob of mass 0.5 kg is released from rest at a height of 0.2 meters above its lowest point. Assuming no air resistance and taking the gravitational acceleration as 9.8 m/s², what is the speed of the bob at its lowest point?	mcq	medium	physics	general	Class 11	{Conservation of Energy}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
6823257f-d596-4138-93cb-020da1a73e17	Conservation of Linear Momentum in Elastic Collisions	Two ice skaters, Skater A and Skater B, are initially at rest on a frictionless ice rink. Skater A has a mass of 50 kg, and Skater B has a mass of 70 kg. They push off each other and move in opposite directions. If Skater A moves with a velocity of 3 m/s after the push, what is the velocity of Skater B?	mcq	medium	physics	general	Class 11	{Conservation of Momentum}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
09e6a31b-a8f5-4182-a537-b3eaf6e59f73	Understanding Dimensional Consistency in Physical Equations	A scientist proposes a new physical equation to describe a phenomenon: \( F = k \frac{v^2}{x} \), where \( F \) is a force, \( v \) is a velocity, \( x \) is a distance, and \( k \) is a dimensionless constant. What must be the dimensions of \( k \) for the equation to be dimensionally consistent?	mcq	medium	physics	general	Class 11	{Units and Measurements}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
3e66f1ec-ec81-4489-8c9f-0b6b888406ea	Understanding Scalars and Vectors	A canoeist wants to cross a river that flows due east at 3 m/s. If the canoeist can row at a speed of 4 m/s relative to the water, in what direction should they head to reach the directly opposite point on the north bank?	mcq	medium	physics	general	Class 11	{Scalars and Vectors}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
48a72068-1f78-46dc-a427-51af4b150465	Understanding Relative Velocity	Two trains, Train A and Train B, are moving towards each other on parallel tracks. Train A is moving at a velocity of 30 m/s and Train B is moving at a velocity of 20 m/s. If an observer is sitting in Train A, what is the relative velocity of Train B with respect to Train A?	mcq	medium	physics	general	Class 11	{Motion in a Straight Line}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
33272cec-1302-4268-bbeb-1bb2dc5874bf	Projectile Motion Analysis	A projectile is launched with an initial speed of 20 m/s at an angle of 30 degrees above the horizontal. Assuming no air resistance, what is the maximum height reached by the projectile?	mcq	medium	physics	general	Class 11	{Motion in a Plane}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
752de838-1be3-47a2-bd20-36272ee7a706	Projectile Motion and Range	A projectile is launched from the top of a 50-meter high cliff with an initial speed of 20 m/s at an angle of 30 degrees above the horizontal. Assuming no air resistance, what is the horizontal distance traveled by the projectile before it hits the ground?	mcq	medium	physics	general	Class 11	{Projectile Motion}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
89b085af-dadd-48db-afd1-d6bc2fad5346	Relative Velocity in a River	A boat is attempting to cross a river that flows eastward at a speed of 4 m/s. The boat can travel at a maximum speed of 5 m/s in still water. The boat sets out from the south bank and aims directly north, perpendicular to the river flow. What is the resultant velocity of the boat relative to the riverbank?	mcq	medium	physics	general	Class 11	{Relative Velocity}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
22c0786a-4d81-4c57-9776-52a91973e9ab	Understanding Friction in Motion	A block of mass 5 kg is placed on a horizontal surface with a coefficient of static friction of 0.4 and a coefficient of kinetic friction of 0.3. A horizontal force is gradually applied to the block. What is the minimum force required to initiate the movement of the block?	mcq	medium	physics	general	Class 11	{Laws of Motion}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
5c8be414-7048-4106-a207-858328c4e4ab	Understanding the Role of Friction in Motion on an Inclined Plane	A block of mass 5 kg is placed on a rough inclined plane that makes an angle of 30 degrees with the horizontal. The coefficient of static friction between the block and the plane is 0.4. What is the maximum force parallel to the incline that can be applied to the block without causing it to slide upwards?	mcq	medium	physics	general	Class 11	{Friction}	1	2	true	2025-07-14T02:23:04.233Z	2025-07-14T02:23:04.233Z	{}
